"","SampleID","Old_sample_ID","project","size_fraction_lower_threshold","size_fraction_upper_threshold","collection_date_merged","Year","Month","Day","lat","long","lat_rank","depth","water_colum","altitude","feature_v2","raw_env_v2","Salinity_V2","Temp_MG","Longhurst_province","longhurst_code","province_name","ocean","biome","OcenRegion","notus_18SrRNA","nreads_18SrRNA","picozoa_nreads","picozoa_noutus","picozoa_nreads_rarefy","Picozoa_notus_rarefy","Shannon","S.obs","S.chao1","water_colum2"
"2186","SRR5313380","SRR5313380","PRJNA377956",NA,NA,"31/10/2013",2013,10,31,-23.585,-41.78,"0_-30","45","EPI",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",77,141079,0,0,0,0,0,0,0,"SUNLIGHT"
"2187","SRR5313384","SRR5313384","PRJNA377956",NA,NA,"19/11/2013",2013,11,19,-28.646,-44.995,"0_-30","80","EPI",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",52,64756,0,0,0,0,0,0,0,"SUNLIGHT"
"2188","SRR5313387","SRR5313387","PRJNA377956",NA,NA,"19/11/2013",2013,11,19,-28.646,-44.995,"0_-30","60","EPI",NA,"marine photic zone (ENVO_00000209)","Nanophytoplankton",NA,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",73,77230,0,0,0,0,0,0,0,"SUNLIGHT"
"2189","SRR5313391","SRR5313391","PRJNA377956",NA,NA,"13/11/2013",2013,11,13,-26.222,-45.483,"0_-30","105","EPI",NA,"marine photic zone (ENVO_00000209)","Nanophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",84,34028,0,0,0,0,0,0,0,"SUNLIGHT"
"2190","SRR5313392","SRR5313392","PRJNA377956",NA,NA,"19/11/2013",2013,11,19,-28.117,-46.175,"0_-30","100","EPI",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",70,73222,0,0,0,0,0,0,0,"SUNLIGHT"
"2191","SRR5313394","SRR5313394","PRJNA377956",NA,NA,"19/11/2013",2013,11,19,-28.117,-46.175,"0_-30","60","EPI",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",68,60570,0,0,0,0,0,0,0,"SUNLIGHT"
"2192","SRR5313398","SRR5313398","PRJNA377956",NA,NA,"18/11/2013",2013,11,18,-27.785,-46.962,"0_-30","110","EPI",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",88,125305,0,0,0,0,0,0,0,"SUNLIGHT"
"2193","SRR5313401","SRR5313401","PRJNA377956",NA,NA,"18/11/2013",2013,11,18,-27.785,-46.962,"0_-30","60","EPI",NA,"marine photic zone (ENVO_00000209)","Nanophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",61,41224,0,0,0,0,0,0,0,"SUNLIGHT"
"2194","SRR5313404","SRR5313404","PRJNA377956",NA,NA,"13/11/2013",2013,11,13,-26.334,-45.413,"0_-30","105","EPI",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",94,90669,0,0,0,0,0,0,0,"SUNLIGHT"
"2195","SRR5313406","SRR5313406","PRJNA377956",NA,NA,"18/11/2013",2013,11,18,-27.586,-47.387,"0_-30","85","EPI",NA,"marine photic zone (ENVO_00000209)","Nanophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",56,80306,0,0,0,0,0,0,0,"SUNLIGHT"
"2196","SRR5313408","SRR5313408","PRJNA377956",NA,NA,"18/11/2013",2013,11,18,-27.586,-47.387,"0_-30","50","EPI",NA,"marine photic zone (ENVO_00000209)","Nanophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",103,89456,0,0,0,0,0,0,0,"SUNLIGHT"
"2197","SRR5313412","SRR5313412","PRJNA377956",NA,NA,"18/11/2013",2013,11,18,-27.394,-47.816,"0_-30","50","EPI",NA,"marine photic zone (ENVO_00000209)","Nanophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",87,105306,0,0,0,0,0,0,0,"SUNLIGHT"
"2198","SRR5313413","SRR5313413","PRJNA377956",NA,NA,"18/11/2013",2013,11,18,-27.394,-47.816,"0_-30","30","EPI",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",84,99115,0,0,0,0,0,0,0,"SUNLIGHT"
"2199","SRR5313417","SRR5313417","PRJNA377956",NA,NA,"13/11/2013",2013,11,13,-26.8,-45.3,"0_-30","110","EPI",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",76,44818,0,0,0,0,0,0,0,"SUNLIGHT"
"2200","SRR5902499","SRR5902499","PRJNA385736",0.22,NA,"20/09/2016",2016,9,20,-28.01252,154.35222,"0_-30","120","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.702677,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",388,40056,0,0,0,0,0,0,0,"SUNLIGHT"
"2201","SRR5902523","SRR5902523","PRJNA385736",0.22,NA,"20/09/2016",2016,9,20,-28.0136,154.3526,"0_-30","65","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.676011,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",248,29592,0,0,0,0,0,0,0,"SUNLIGHT"
"2202","SRR5915235","SRR5915235","PRJNA385736",0.22,NA,"06/09/2016",2016,9,6,-36.25067,153.26255,"-30_-60","30","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.652446,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",1074,84161,0,0,0,0,0,0,0,"SUNLIGHT"
"2203","SRR5915239","SRR5915239","PRJNA385736",0.22,NA,"13/09/2016",2016,9,13,-30.63295,153.62383,"-30_-60","30","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.647823,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1127,43214,0,0,0,0,0,0,0,"SUNLIGHT"
"2204","SRR5915242","SRR5915242","PRJNA385736",0.22,NA,"13/09/2016",2016,9,13,-30.63155,153.6248,"-30_-60","45","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.735675,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1343,44205,0,0,0,0,0,0,0,"SUNLIGHT"
"2205","SRR5918532","SRR5918532","PRJNA385736",0.22,NA,"15/11/2014",2014,11,15,-42.291483,148.817083,"-30_-60","80","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.457,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",1135,41137,0,0,0,0,0,0,0,"SUNLIGHT"
"2206","SRR7033647","SRR7033647","PRJNA385736",0.22,NA,NA,NA,NA,NA,-6.50037,-168.7491,"0_-30","60.1","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.382,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",279,74876,0,0,0,0,0,0,0,"SUNLIGHT"
"2207","SRR7036919","SRR7036919","PRJNA385736",0.22,NA,NA,NA,NA,NA,-0.99917,-168.74917,"0_-30","25.5","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.287,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",736,143960,0,0,0,0,0,0,0,"SUNLIGHT"
"2208","ERR2112714","ERR2112714","PRJEB84566",0.45,"2.7","18/11/2009",2009,11,18,34.73,13.19,"30_60","262","MESO",NA,NA,"Marine biome/Oligotrophic environment/Sea water",NA,NA,"Westerlies - Mediterranean Sea, Black Sea Province","MEDI","Mediterranean Sea","Atlantic","Westerly","NAO",640,46448,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2209","ERR2220230","ERR2220230","PRJEB23771",0.22,"3","02/06/2011",2011,6,2,10.7585,-102.4423333,"0_30","600","MESO",NA,"marine pelagic zone (ENVO_00000208)","marine biome/open ocean/water",34.58,NA,"Trades - N. Pacific Equatorial Countercurrent Province","PNEC","North Pacific equatorial counter current","Pacific","Trade wind","NPO",582,53980,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2210","SRR3735296","SRR3735296","PRJNA326482",0.2,"2.7","15/11/2014",2014,11,15,10.617,-65.167,"0_30","247","MESO",NA,"marine layer (ENVO_01000295)","seawater",36.39,NA,"Coastal - Guianas Coastal Province","GUIA","Guianas coast","Atlantic","Coastal","NAO",623,183138,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2211","SRR3735300","SRR3735300","PRJNA326482",0.2,"2.7","15/11/2014",2014,11,15,10.617,-65.167,"0_30","900","MESO",NA,"marine layer (ENVO_01000295)","seawater",36.26,NA,"Coastal - Guianas Coastal Province","GUIA","Guianas coast","Atlantic","Coastal","NAO",751,375248,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2212","SRR5902383","SRR5902383","PRJNA385736",0.22,NA,"20/09/2016",2016,9,20,-28.00727,154.35063,"0_-30","750","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.497942,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",189,15234,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2213","SRR5902394","SRR5902394","PRJNA385736",0.22,NA,"20/09/2016",2016,9,20,-27.92278,155.145,"0_-30","250","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",35.669985,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",459,21462,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2214","SRR5902500","SRR5902500","PRJNA385736",0.22,NA,"20/09/2016",2016,9,20,-28.0114,154.35202,"0_-30","250","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",35.565597,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",288,54181,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2215","SRR5902506","SRR5902506","PRJNA385736",0.22,NA,"20/09/2016",2016,9,20,-28.00795,154.35082,"0_-30","500","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.950088,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",328,69694,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2216","SRR5917611","SRR5917611","PRJNA385736",0.22,NA,"13/09/2016",2016,9,13,-30.81007,153.44847,"-30_-60","210","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",35.241741,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",393,45696,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2217","SRR6400833","SRR6400833","PRJNA385736",0.22,NA,"42523",2016,6,2,-35.33387,-170.00248,"-30_-60","536.1","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.426,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",107,11311,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2218","SRR6400845","SRR6400845","PRJNA385736",0.22,NA,"15/05/2016",2016,5,15,-54.498483,-170.002917,"-30_-60","535.3","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.238,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",217,28517,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2219","SRR6400878","SRR6400878","PRJNA385736",0.22,NA,"04/06/2016",2016,6,4,-32.00123,-169.9937,"-30_-60","564.3","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.469,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",436,76699,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2220","SRR6400920","SRR6400920","PRJNA385736",0.22,NA,"18/05/2016",2016,5,18,-50.00695,-169.99245,"-30_-60","536.7","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.359,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",141,35643,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2221","SRR6400928","SRR6400928","PRJNA385736",0.22,NA,"22/05/2016",2016,5,22,-44.328417,-173.74595,"-30_-60","534.7","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",-999,NA,"Coastal - New Zealand Coastal Province","NEWZ","New Zealand coast","Pacific","Coastal","SPO",156,27071,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2222","SRR6400930","SRR6400930","PRJNA385736",0.22,NA,"22/05/2016",2016,5,22,-44.522333,-173.502283,"-30_-60","500.7","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.485,NA,"Coastal - New Zealand Coastal Province","NEWZ","New Zealand coast","Pacific","Coastal","SPO",124,12554,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2223","SRR6400959","SRR6400959","PRJNA385736",0.22,NA,"08/06/2016",2016,6,8,-26.48152,-169.99633,"0_-30","536.7","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.561,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",90,12140,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2224","SRR6400965","SRR6400965","PRJNA385736",0.22,NA,"09/06/2016",2016,6,9,-25.98407,-169.99585,"0_-30","566.4","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.535,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",111,11672,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2225","SRR6401023","SRR6401023","PRJNA385736",0.22,NA,"29/05/2016",2016,5,29,-41.72763,-173.95137,"-30_-60","535.9","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.582,NA,"Coastal - New Zealand Coastal Province","NEWZ","New Zealand coast","Pacific","Coastal","SPO",141,16030,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2226","SRR6401038","SRR6401038","PRJNA385736",0.22,NA,"05/06/2016",2016,6,5,-29.499,-169.99568,"0_-30","536.9","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.555,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",140,22689,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2227","SRR6401048","SRR6401048","PRJNA385736",0.22,NA,"03/06/2016",2016,6,3,-33.50157,-170.00175,"-30_-60","965.4","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.321,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",219,80033,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2228","SRR6401065","SRR6401065","PRJNA385736",0.22,NA,"22/05/2016",2016,5,22,-44.1559,-173.9375,"-30_-60","383","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.67,NA,"Coastal - New Zealand Coastal Province","NEWZ","New Zealand coast","Pacific","Coastal","SPO",216,53885,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2229","SRR6401087","SRR6401087","PRJNA385736",0.22,NA,"31/05/2016",2016,5,31,-37.7638,-171.19597,"-30_-60","536.1","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.467,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",98,20341,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2230","SRR6401097","SRR6401097","PRJNA385736",0.22,NA,"30/05/2016",2016,5,30,-39.96945,-172.70148,"-30_-60","562.9","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.487,NA,"Westerlies - S. Subtropical Convergence Province","SSTC","South subtropical convergence","Antarctic","Westerly","SO",302,77877,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2231","SRR6401139","SRR6401139","PRJNA385736",0.22,NA,"15/06/2016",2016,6,15,-15.0027,-169.99993,"0_-30","501.7","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.518,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",111,10376,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2232","SRR6401172","SRR6401172","PRJNA385736",0.22,NA,"06/06/2016",2016,6,6,-28.99925,-169.98403,"0_-30","565.6","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.597,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",235,50765,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2233","SRR6401207","SRR6401207","PRJNA385736",0.22,NA,"13/06/2016",2016,6,13,-19.49528,-170.00262,"0_-30","501.4","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.595,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",167,19569,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2234","SRR6401274","SRR6401274","PRJNA385736",0.22,NA,"19/05/2016",2016,5,19,-48.9954,-170.0036,"-30_-60","400.8","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.393,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",158,21805,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2235","SRR7033507","SRR7033507","PRJNA385736",0.22,NA,NA,NA,NA,NA,-5.9993,-168.75133,"0_-30","966.8","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.544,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",213,16333,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2236","SRR7033718","SRR7033718","PRJNA385736",0.22,NA,NA,NA,NA,NA,-13.50338,-170.00263,"0_-30","466.2","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.569,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",137,10192,0,0,0,0,0,0,0,"NO_SUNLIGHT"
"2237","ERR2232482","ERR2232482","PRJEB24164",NA,NA,"06/08/2016",2016,8,6,22.13,117.46,"0_30","EPI","EPI",NA,NA,"marine/pelagic/water",33.6395,NA,"Trades - Archipelagic Deep Basins Province","ARCH","Archipelagic deep basins","Pacific","Trade wind","SPO",365,23208,0,0,0,0,0,0,0,"SUNLIGHT"
"2238","ERR2232519","ERR2232519","PRJEB24164",NA,NA,"12/08/2016",2016,8,12,21.67,117.95,"0_30","EPI","EPI",NA,NA,"marine/pelagic/water",33.7497,NA,"Trades - Archipelagic Deep Basins Province","ARCH","Archipelagic deep basins","Pacific","Trade wind","SPO",1195,58665,0,0,0,0,0,0,0,"SUNLIGHT"
"2239","ERR2248486","ERR2248486","PRJEB24428",0.2,"8","22/09/2013",2013,9,22,-8.32,157.22,"0_-30","SURF","SURF",NA,"surface water layer (ENVO_00010504)","ocean/lagoon/planktonic material",30,NA,"Trades - Archipelagic Deep Basins Province","ARCH","Archipelagic deep basins","Pacific","Trade wind","SPO",606,180560,0,0,0,0,0,0,0,"SUNLIGHT"
"2240","ERR2304628","ERR2304628","PRJEB25011",NA,NA,"11/02/2015",2015,2,11,-41.28833333,174.0133333,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine neritic plankton biome/marine sub-littoral zone/bilge water",NA,NA,"Coordinates may be on land",NA,NA,NA,NA,NA,150,30161,0,0,0,0,0,0,0,"SUNLIGHT"
"2241","ERR2338201","ERR2338201","PRJEB25141",NA,NA,"06/08/2013",2013,8,6,-62,54,"-60_-90","SURF","SURF",NA,NA,"marine/water/Yes",NA,NA,"Polar - Antarctic Province","ANTA","Antarctic","Antarctic","Polar","SO",79,30269,0,0,0,0,0,0,0,"SUNLIGHT"
"2242","ERR2349401","ERR2349401","PRJEB25169",1.6,"20","19/04/2017",2017,4,19,-36.4833517,174.3849305,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",68,11182,0,0,0,0,0,0,0,"SUNLIGHT"
"2243","ERR2349404","ERR2349404","PRJEB25169",1.6,"20","19/04/2017",2017,4,19,-36.49236025,174.4148093,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",82,45199,0,0,0,0,0,0,0,"SUNLIGHT"
"2244","ERR2349409","ERR2349409","PRJEB25169",1.6,"20","19/04/2017",2017,4,19,-36.4922948,174.4148483,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",73,21394,0,0,0,0,0,0,0,"SUNLIGHT"
"2245","ERR2349410","ERR2349410","PRJEB25169",1.6,"20","19/04/2017",2017,4,19,-36.49234225,174.432407,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",74,11479,0,0,0,0,0,0,0,"SUNLIGHT"
"2246","ERR2349415","ERR2349415","PRJEB25169",1.6,"20","19/04/2017",2017,4,19,-36.50421212,174.4529621,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",46,11365,0,0,0,0,0,0,0,"SUNLIGHT"
"2247","ERR2349416","ERR2349416","PRJEB25169",1.6,"20","19/04/2017",2017,4,19,-36.50346785,174.4528239,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",43,14824,0,0,0,0,0,0,0,"SUNLIGHT"
"2248","ERR2349421","ERR2349421","PRJEB25169",1.6,"20","19/04/2017",2017,4,19,-36.50318479,174.4541901,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",69,13569,0,0,0,0,0,0,0,"SUNLIGHT"
"2249","ERR2349424","ERR2349424","PRJEB25169",1.6,"20","19/04/2017",2017,4,19,-36.50254652,174.4536869,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",65,12122,0,0,0,0,0,0,0,"SUNLIGHT"
"2250","ERR2349430","ERR2349430","PRJEB25169",1.6,"20","19/04/2017",2017,4,19,-36.4911221,174.4552321,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",111,22402,0,0,0,0,0,0,0,"SUNLIGHT"
"2251","ERR2349440","ERR2349440","PRJEB25169",1.6,"20","19/04/2017",2017,4,19,-36.50268755,174.4449668,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",54,12503,0,0,0,0,0,0,0,"SUNLIGHT"
"2252","ERR2349454","ERR2349454","PRJEB25169",1.6,"20","20/04/2017",2017,4,20,-36.50240139,174.4604692,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",99,21842,0,0,0,0,0,0,0,"SUNLIGHT"
"2253","ERR2349455","ERR2349455","PRJEB25169",1.6,"20","20/04/2017",2017,4,20,-36.50369016,174.4617383,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",116,14957,0,0,0,0,0,0,0,"SUNLIGHT"
