"","SampleID","Old_sample_ID","project","size_fraction_lower_threshold","size_fraction_upper_threshold","collection_date_merged","Year","Month","Day","lat","long","lat_rank","depth","water_colum","altitude","feature_v2","raw_env_v2","Salinity_V2","Temp_MG","Longhurst_province","longhurst_code","province_name","ocean","biome","OcenRegion","notus_18SrRNA","nreads_18SrRNA","picozoa_nreads","picozoa_noutus","picozoa_nreads_rarefy","Picozoa_notus_rarefy","Shannon","S.obs","S.chao1","water_colum2"
"2254","ERR2349457","ERR2349457","PRJEB25169",1.6,"20","20/04/2017",2017,4,20,-36.50369016,174.4617383,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",103,25954,0,0,0,0,0,0,0,"SUNLIGHT"
"2255","ERR2349460","ERR2349460","PRJEB25169",1.6,"20","20/04/2017",2017,4,20,-36.50303299,174.4635923,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",69,14037,0,0,0,0,0,0,0,"SUNLIGHT"
"2256","ERR2349466","ERR2349466","PRJEB25169",1.6,"20","20/04/2017",2017,4,20,-36.50345662,174.4654229,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",122,22488,0,0,0,0,0,0,0,"SUNLIGHT"
"2257","ERR2349484","ERR2349484","PRJEB25169",1.6,"20","20/04/2017",2017,4,20,-36.50134699,174.453615,"-30_-60","EPI","EPI",NA,"marine sub-littoral zone (ENVO_01000126)","marine pelagic biome/marine sublittoral zone/seawater",NA,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",80,19687,0,0,0,0,0,0,0,"SUNLIGHT"
"2258","ERR10234682","BZM_AAYXOSTA_2_1_HYFJJBCXY.12BA217","Tara_Oceans",5,"20","40654",2011,4,21,-5.252,-85.2052,"0_-30","5","SURF",NA,NA,NA,34.748175,NA,"Coastal - Chile-Peru Current Coastal Province","CHIL",NA,"Pacific","Coastal","SPO",1685,607583,0,0,0,0,0,0,0,"SUNLIGHT"
"2259","ERR10234892","BZM_ABJROSTA_1_1_H32WHBCX2.12BA026","Tara_Oceans",5,"20","16/10/2010",2010,10,16,-20.9724,-35.2724,"0_-30","5","SURF",NA,NA,NA,37.084467,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",2221,549667,0,0,0,0,0,0,0,"SUNLIGHT"
"2260","ERR10234923","BZM_ABKZOSTA_1_1_H32WHBCX2.12BA054","Tara_Oceans",5,"20","12/03/2011",2011,3,12,-34.0614,-73.1066,"-30_-60","5","SURF",NA,NA,NA,34.295417,NA,"Coastal - Chile-Peru Current Coastal Province","CHIL",NA,"Pacific","Coastal","SPO",775,429752,0,0,0,0,0,0,0,"SUNLIGHT"
"2261","ERR10234928","BZM_ABLFOSTA_1_1_H32WHBCX2.12BA031","Tara_Oceans",5,"20","25/02/2011",2011,2,25,-34.173,-73.0814,"-30_-60","5","SURF",NA,NA,NA,34.380467,NA,"Coastal - Chile-Peru Current Coastal Province","CHIL",NA,"Pacific","Coastal","SPO",1430,498755,0,0,0,0,0,0,0,"SUNLIGHT"
"2262","ERR10234937","BZM_ABLOOSTA_1_1_H32WHBCX2.12BA044","Tara_Oceans",5,"20","09/04/2011",2011,4,9,-21.1584,-104.8314,"0_-30","5","SURF",NA,NA,NA,36.129117,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",2509,603982,0,0,0,0,0,0,0,"SUNLIGHT"
"2263","ERR2112705","ERR2112705","PRJEB84566",0.45,"2.7","14/06/2008",2008,6,14,35.07,12.91,"30_60","1","SURF",NA,NA,"Marine biome/Oligotrophic environment/Sea water",NA,NA,"Westerlies - Mediterranean Sea, Black Sea Province","MEDI","Mediterranean Sea","Atlantic","Westerly","NAO",188,20703,0,0,0,0,0,0,0,"SUNLIGHT"
"2264","ERR2357150","ERR2357150","PRJEB25267",NA,NA,"30/06/2015",2015,6,30,51.67147,-128.12367,"30_60","0.5","SURF",NA,NA,"coastal sea water/sea grass bed/coastal sea water",29.8,NA,"Coordinates may be on land",NA,NA,NA,NA,NA,174,10198,0,0,0,0,0,0,0,"SUNLIGHT"
"2265","SRR5313366","SRR5313366","PRJNA377956",NA,NA,"18/11/2013",2013,11,18,-27.8,-47.1,"0_-30","0","SURF",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",74,74406,0,0,0,0,0,0,0,"SUNLIGHT"
"2266","SRR5313375","SRR5313375","PRJNA377956",NA,NA,"03/11/2013",2013,11,3,-27.313,-39.377,"0_-30","0","SURF",NA,"marine photic zone (ENVO_00000209)","Nanophytoplankton",NA,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",82,55622,0,0,0,0,0,0,0,"SUNLIGHT"
"2267","SRR5313377","SRR5313377","PRJNA377956",NA,NA,"02/11/2013",2013,11,2,-26.231,-40.088,"0_-30","0","SURF",NA,"marine photic zone (ENVO_00000209)","Nanophytoplankton",NA,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",81,85848,0,0,0,0,0,0,0,"SUNLIGHT"
"2268","SRR5313378","SRR5313378","PRJNA377956",NA,NA,"02/11/2013",2013,11,2,-25.791,-40.364,"0_-30","0","SURF",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",133,183653,0,0,0,0,0,0,0,"SUNLIGHT"
"2269","SRR5313388","SRR5313388","PRJNA377956",NA,NA,"19/11/2013",2013,11,19,-28.646,-44.995,"0_-30","5","SURF",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",75,75590,0,0,0,0,0,0,0,"SUNLIGHT"
"2270","SRR5313397","SRR5313397","PRJNA377956",NA,NA,"19/11/2013",2013,11,19,-28.117,-46.175,"0_-30","5","SURF",NA,"marine photic zone (ENVO_00000209)","Nanophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",60,74885,0,0,0,0,0,0,0,"SUNLIGHT"
"2271","SRR5313402","SRR5313402","PRJNA377956",NA,NA,"18/11/2013",2013,11,18,-27.785,-46.962,"0_-30","5","SURF",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",56,63620,0,0,0,0,0,0,0,"SUNLIGHT"
"2272","SRR5313410","SRR5313410","PRJNA377956",NA,NA,"18/11/2013",2013,11,18,-27.586,-47.387,"0_-30","5","SURF",NA,"marine photic zone (ENVO_00000209)","Nanophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",77,38180,0,0,0,0,0,0,0,"SUNLIGHT"
"2273","SRR5313415","SRR5313415","PRJNA377956",NA,NA,"18/11/2013",2013,11,18,-27.394,-47.816,"0_-30","5","SURF",NA,"marine photic zone (ENVO_00000209)","Picophytoplankton",NA,NA,"Coastal - Brazil Current Coastal Province","BRAZ","Brazilian current coast","Atlantic","Coastal","SAO",87,109525,0,0,0,0,0,0,0,"SUNLIGHT"
"2274","SRR5915281","SRR5915281","PRJNA385736",0.22,NA,"08/09/2016",2016,9,8,-36.98625,153.88598,"-30_-60","0","SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.530546,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",1019,58313,0,0,0,0,0,0,0,"SUNLIGHT"
"2275","SRR5915295","SRR5915295","PRJNA385736",0.22,NA,"01/09/2016",2016,9,1,-34.3208,152.06305,"-30_-60","0","SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.671084,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",790,34348,0,0,0,0,0,0,0,"SUNLIGHT"
"2276","ERR2220276","ERR2220276","PRJEB23771",0.22,"3","17/02/2011",2011,2,17,-33.90716667,37.04216667,"-30_-60","3000","BATHY",NA,"marine pelagic zone (ENVO_00000208)","marine biome/open ocean/water",34.81,NA,"Trades - Indian S. Subtropical Gyre Province","ISSG","Indian South subtropical gyre","Indian","Trade wind","IO",605,139038,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2277","ERR2220309","ERR2220309","PRJEB23771",0.22,"3","23/05/2011",2011,5,23,17.37033333,-130.611,"0_30","4000","BATHY",NA,"marine pelagic zone (ENVO_00000208)","marine biome/open ocean/water",34.69,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",607,67906,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2278","SRR6400850","SRR6400850","PRJNA385736",0.22,NA,"15/05/2016",2016,5,15,-54.498483,-170.002917,"-30_-60","4902","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.703,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",565,111913,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2279","SRR6400951","SRR6400951","PRJNA385736",0.22,NA,"29/05/2016",2016,5,29,-42.169,-174.25463,"-30_-60","1998.7","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.629,NA,"Coastal - New Zealand Coastal Province","NEWZ","New Zealand coast","Pacific","Coastal","SPO",398,255207,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2280","SRR6401102","SRR6401102","PRJNA385736",0.22,NA,"30/05/2016",2016,5,30,-39.51513,-172.4141,"-30_-60","4838.5","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.706,NA,"Westerlies - S. Subtropical Convergence Province","SSTC","South subtropical convergence","Antarctic","Westerly","SO",549,79247,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2281","SRR6401156","SRR6401156","PRJNA385736",0.22,NA,"29/05/2016",2016,5,29,-40.39737,-173.02195,"-30_-60","4499.3","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.707,NA,"Westerlies - S. Subtropical Convergence Province","SSTC","South subtropical convergence","Antarctic","Westerly","SO",122,20550,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2282","SRR6401473","SRR6401473","PRJNA385736",0.22,NA,"05/05/2016",2016,5,5,-64.995883,-170.009767,"-60_-90","2005.8","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.705,NA,"Polar - Antarctic Province","ANTA","Antarctic","Antarctic","Polar","SO",172,18431,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2283","SRR6401719","SRR6401719","PRJNA385736",0.22,NA,"05/05/2016",2016,5,5,-64.50175,-170.003333,"-60_-90","1078.8","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.732,NA,"Polar - Antarctic Province","ANTA","Antarctic","Antarctic","Polar","SO",243,30139,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2284","SRR7033527","SRR7033527","PRJNA385736",0.22,NA,NA,NA,NA,NA,-4.50045,-168.75017,"0_-30","5637.3","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.707,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",740,160990,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2285","SRR7036972","SRR7036972","PRJNA385736",0.22,NA,NA,NA,NA,NA,-0.49677,-168.74373,"0_-30","5594.4","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.704,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",131,38662,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2286","ERR10234702","BZM_AAZROSTA_2_1_HYFJJBCXY.12BA267","Tara_Oceans",5,"20","24/10/2011",2011,10,24,32.9903,-121.8463,"30_60","30","EPI",NA,NA,NA,33.46036,NA,"Coastal - California Upwelling Coastal Province","CCAL","Coastal Californian current","Pacific","Coastal","NPO",2923,531949,1,1,0,0,0,0,0,"SUNLIGHT"
"2287","ERR10234715","BZM_ABAEOSTA_2_1_HYFJJBCXY.12BA233","Tara_Oceans",5,"20","02/12/2011",2011,12,2,14.1957,-116.7293,"0_30","40","EPI",NA,NA,NA,34.742099,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",2730,481319,1,1,0,0,0,0,0,"SUNLIGHT"
"2288","ERR10234716","BZM_ABAFOSTA_2_1_HYFJJBCXY.12BA245","Tara_Oceans",5,"20","11/12/2011",2011,12,11,6.3356,-103.0399,"0_30","60","EPI",NA,NA,NA,34.640929,NA,"Trades - N. Pacific Equatorial Countercurrent Province","PNEC","North Pacific equatorial counter current","Pacific","Trade wind","NPO",3763,540768,1,1,0,0,0,0,0,"SUNLIGHT"
"2289","ERR2357165","ERR2357165","PRJEB25267",NA,NA,"01/07/2015",2015,7,1,51.92279,-128.46453,"30_60","5.87","EPI",NA,NA,"coastal sea water/sea grass bed/coastal sea water",31.17,NA,"Coastal - Alaska Downwelling Coastal Province","ALSK","Alaska coastal downwelling","Pacific","Coastal","NPO",534,40748,1,1,0,0,0,0,0,"SUNLIGHT"
"2290","SRR3931291","SRR3931291","PRJEB21950",NA,NA,"21/07/2015",2015,7,21,83.05,-74.1,"60_90","6","EPI",NA,NA,"Shallow benthic microbial mat",NA,NA,"Polar - Boreal Polar Province (POLR)","BPLR","Boreal polar","Arctic","Polar","AO",732,115095,1,1,0,0,0,0,0,"SUNLIGHT"
"2291","SRR5914935","SRR5914935","PRJNA385736",0.22,NA,"01/09/2016",2016,9,1,-34.32088,152.06283,"-30_-60","25","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.639244,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1034,49711,1,1,0,0,0,0,0,"SUNLIGHT"
"2292","SRR5914944","SRR5914944","PRJNA385736",0.22,NA,"06/09/2016",2016,9,6,-36.24725,151.92793,"-30_-60","20","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.573162,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1073,44719,1,1,0,0,0,0,0,"SUNLIGHT"
"2293","SRR5915105","SRR5915105","PRJNA385736",0.22,NA,"13/09/2016",2016,9,13,-30.6308,153.62537,"-30_-60","55","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.729918,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1587,67061,1,1,0,0,0,0,0,"SUNLIGHT"
"2294","SRR5915289","SRR5915289","PRJNA385736",0.22,NA,"07/09/2016",2016,9,7,-36.25075,154.24917,"-30_-60","40","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.639724,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",1196,78966,1,1,0,0,0,0,0,"SUNLIGHT"
"2295","SRR5915375","SRR5915375","PRJNA385736",0.22,NA,"06/09/2016",2016,9,6,-36.25113,153.26323,"-30_-60","100","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.599381,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",1227,62022,1,1,0,0,0,0,0,"SUNLIGHT"
"2296","ERR2220160","ERR2220160","PRJEB23771",0.22,"3","22/12/2010",2010,12,22,23.274,-22.22216667,"0_30","970","MESO",NA,"marine pelagic zone (ENVO_00000208)","marine biome/open ocean/water",35.19,NA,"Trades - N. Atlantic Tropical Gyral Province (TRPG)","NATR","North Atlantic tropical gyral","Atlantic","Trade wind","NAO",80,84028,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2297","SRR6400883","SRR6400883","PRJNA385736",0.22,NA,"11/06/2016",2016,6,11,-22.49923,-170.00003,"0_-30","501.3","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.619,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",405,86445,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2298","SRR6401107","SRR6401107","PRJNA385736",0.22,NA,"14/05/2016",2016,5,14,-56.000533,-170.004417,"-30_-60","535.2","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.269,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",306,97959,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2299","SRR6401200","SRR6401200","PRJNA385736",0.22,NA,"16/05/2016",2016,5,16,-53.003483,-170.014317,"-30_-60","535.8","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.204,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",315,194425,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2300","SRR6401223","SRR6401223","PRJNA385736",0.22,NA,"31/05/2016",2016,5,31,-38.19017,-171.5002,"-30_-60","499.8","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.543,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",166,34008,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2301","SRR6401227","SRR6401227","PRJNA385736",0.22,NA,"30/05/2016",2016,5,30,-39.07282,-172.11525,"-30_-60","536.6","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.511,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",144,22931,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2302","SRR6401268","SRR6401268","PRJNA385736",0.22,NA,"18/05/2016",2016,5,18,-49.4991,-170.0165,"-30_-60","464.5","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.395,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",148,35465,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2303","SRR7036157","SRR7036157","PRJNA385736",0.22,NA,"12/05/2016",2016,5,12,-58.9924,-169.99825,"-60_-90","465","MESO",NA,"marine layer (ENVO_01000295)","Pelagic_Public",34.331,NA,"Polar - Antarctic Province","ANTA","Antarctic","Antarctic","Polar","SO",488,34667,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2304","SRR7036921","SRR7036921","PRJNA385736",0.22,NA,NA,NA,NA,NA,-0.99917,-168.74917,"0_-30","501.1","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.613,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",227,23231,1,1,0,0,0,0,0,"NO_SUNLIGHT"
"2305","SRR6656759","SRR6656759","PRJNA362945",3,NA,"26/08/2012",2012,8,26,80,-137,"60_90","EPI","EPI",NA,"marine layer (ENVO_01000295)","Pacific Winter Water, Arctic",NA,NA,"Polar - Boreal Polar Province (POLR)","BPLR","Boreal polar","Arctic","Polar","AO",1223,88240,1,1,0,0,0,0,0,"SUNLIGHT"
"2306","ERR10234689","BZM_AAZEOSTA_2_1_HYFJJBCXY.12BA206","Tara_Oceans",5,"20","31/07/2011",2011,7,31,-8.8984,-140.3089,"0_-30","5","SURF",NA,NA,NA,35.35772,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",2386,533324,1,1,0,0,0,0,0,"SUNLIGHT"
"2307","ERR10234719","BZM_ABAIOSTA_2_1_HYFJJBCXY.12BA281","Tara_Oceans",5,"20","02/12/2011",2011,12,2,14.1853,-116.6842,"0_30","5","SURF",NA,NA,NA,33.867133,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",1696,510414,1,1,0,0,0,0,0,"SUNLIGHT"
"2308","ERR2172226","ERR2172226","PRJEB23005",NA,NA,"20/08/2012",2012,8,20,82.67067,109.5895,"60_90","0","SURF",NA,NA,"oceanic epipelagic zone biome [01000035]|marine pelagic biome [01000023]|polar biome[ENVO_01000339]/sea ice floe [03000066]/sea ice [00002200]",NA,NA,"Polar - Boreal Polar Province (POLR)","BPLR","Boreal polar","Arctic","Polar","AO",250,64352,1,1,0,0,0,0,0,"SUNLIGHT"
"2309","SRR5915164","SRR5915164","PRJNA385736",0.22,NA,"13/09/2016",2016,9,13,-30.63588,153.62192,"-30_-60","0","SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.648097,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1131,62473,1,1,0,0,0,0,0,"SUNLIGHT"
"2310","ERR2220282","ERR2220282","PRJEB23771",0.22,"3","27/02/2011",2011,2,27,-29.3535,69.4,"0_-30","4000","BATHY",NA,"marine pelagic zone (ENVO_00000208)","marine biome/open ocean/water",34.71,NA,"Trades - Indian S. Subtropical Gyre Province","ISSG","Indian South subtropical gyre","Indian","Trade wind","IO",378,76925,2,2,0,0,0,0,0,"NO_SUNLIGHT"
"2311","ERR2220331","ERR2220331","PRJEB23771",0.22,"3","05/07/2011",2011,7,5,26.911,-32.8365,"0_30","2500","BATHY",NA,"marine pelagic zone (ENVO_00000208)","marine biome/open ocean/water",34.99,NA,"Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)","NASE","Northeast Atlantic subtropical gyral","Atlantic","Westerly","NAO",364,54199,2,2,0,0,0,0,0,"NO_SUNLIGHT"
"2312","SRR6400923","SRR6400923","PRJNA385736",0.22,NA,"18/05/2016",2016,5,18,-50.00695,-169.99245,"-30_-60","1036.1","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.327,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",175,73521,2,1,0,0,0,0,0,"NO_SUNLIGHT"
"2313","SRR6401110","SRR6401110","PRJNA385736",0.22,NA,"14/05/2016",2016,5,14,-56.000533,-170.004417,"-30_-60","5193.1","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.703,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",317,65506,2,1,0,0,0,0,0,"NO_SUNLIGHT"
"2314","SRR6401155","SRR6401155","PRJNA385736",0.22,NA,"29/05/2016",2016,5,29,-40.39737,-173.02195,"-30_-60","2085.3","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.626,NA,"Westerlies - S. Subtropical Convergence Province","SSTC","South subtropical convergence","Antarctic","Westerly","SO",166,54847,2,1,0,0,0,0,0,"NO_SUNLIGHT"
"2315","SRR6401269","SRR6401269","PRJNA385736",0.22,NA,"19/05/2016",2016,5,19,-48.9954,-170.0036,"-30_-60","5339.6","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.704,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",735,77979,2,1,0,0,0,0,0,"NO_SUNLIGHT"
"2316","SRR6401638","SRR6401638","PRJNA385736",0.22,NA,"13/05/2016",2016,5,13,-58.00085,-170.01025,"-60_-90","4419.2","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.704,NA,"Polar - Antarctic Province","ANTA","Antarctic","Antarctic","Polar","SO",313,37783,2,2,0,0,0,0,0,"NO_SUNLIGHT"
"2317","SRR7037009","SRR7037009","PRJNA385736",0.22,NA,NA,NA,NA,NA,-1.50055,-168.74968,"0_-30","6015.1","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.705,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",435,96845,2,2,0,0,0,0,0,"NO_SUNLIGHT"
"2318","ERR10234692","BZM_AAZHOSTA_2_1_HYFJJBCXY.12BA242","Tara_Oceans",5,"20","09/08/2011",2011,8,9,-8.9058,-142.6179,"0_-30","140","EPI",NA,NA,NA,36.272197,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",2577,494864,2,2,0,0,0,0,0,"SUNLIGHT"
"2319","ERR10234700","BZM_AAZPOSTA_2_1_HYFJJBCXY.12BA243","Tara_Oceans",5,"20","30/09/2011",2011,9,30,22.7281,-158.0907,"0_30","110","EPI",NA,NA,NA,35.246807,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",4020,462951,2,2,0,0,0,0,0,"SUNLIGHT"
"2320","SRR6401124","SRR6401124","PRJNA385736",0.22,NA,"18/05/2016",2016,5,18,-50.498133,-170.000117,"-30_-60","997","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.354,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",119,57419,2,2,0,0,0,0,0,"NO_SUNLIGHT"
"2321","ERR10234721","BZM_ABAKOSTA_2_1_HYFJJBCXY.12BA210","Tara_Oceans",5,"20","02/02/2012",2012,2,2,39.194,-70.0499,"30_60","5","SURF",NA,NA,NA,35.1468,NA,"Westerlies - Gulf Stream Province","GFST","Gulf Stream","Atlantic","Westerly","NAO",2091,491011,2,2,0,0,0,0,0,"SUNLIGHT"
"2322","ERR10234729","BZM_ABASOSTA_2_1_HYFJJBCXY.12BA211","Tara_Oceans",5,"20","18/02/2012",2012,2,18,32.9701,-66.5548,"30_60","5","SURF",NA,NA,NA,36.573008,NA,"Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)","NASW","Northwest Atlantic subtropical gyral","Atlantic","Westerly","NAO",2525,994601,2,2,0,0,0,0,0,"SUNLIGHT"
