"","SampleID","Old_sample_ID","project","size_fraction_lower_threshold","size_fraction_upper_threshold","collection_date_merged","Year","Month","Day","lat","long","lat_rank","depth","water_colum","altitude","feature_v2","raw_env_v2","Salinity_V2","Temp_MG","Longhurst_province","longhurst_code","province_name","ocean","biome","OcenRegion","notus_18SrRNA","nreads_18SrRNA","picozoa_nreads","picozoa_noutus","picozoa_nreads_rarefy","Picozoa_notus_rarefy","Shannon","S.obs","S.chao1","water_colum2"
"2323","ERR10234941","BZM_ABLSOSTA_1_1_H32WHBCX2.12BA092","Tara_Oceans",5,"20","26/05/2010",2010,5,26,-12.807,45.2247,"0_-30","5","SURF",NA,NA,NA,34.963533,NA,"Coordinates may be on land",NA,NA,NA,NA,NA,2123,490079,2,2,0,0,0,0,0,"SUNLIGHT"
"2324","SRR5914992","SRR5914992","PRJNA385736",0.22,NA,"01/09/2016",2016,9,1,-33.39113,152.02298,"-30_-60","0","SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.663783,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",908,40295,2,1,0,0,0,0,0,"SUNLIGHT"
"2325","SRR5917726","SRR5917726","PRJNA385736",0.22,NA,"14/09/2016",2016,9,14,-31.98255,153.29698,"-30_-60","0","SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.677671,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1295,51322,2,1,0,0,0,0,0,"SUNLIGHT"
"2326","SRR6401201","SRR6401201","PRJNA385736",0.22,NA,"17/05/2016",2016,5,17,-52.503917,-169.996817,"-30_-60","5245.1","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.702,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",776,70309,3,1,0,0,0,0,0,"NO_SUNLIGHT"
"2327","ERR10234709","BZM_AAZYOSTA_2_1_HYFJJBCXY.12BA256","Tara_Oceans",5,"20","05/10/2011",2011,10,5,31.471,-159.101,"30_60","115","EPI",NA,NA,NA,34.381925,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",3626,498610,3,1,0,0,0,0,0,"SUNLIGHT"
"2328","ERR10234641","BZM_AAXHOSTA_2_1_H32WHBCX2.12BA037","Tara_Oceans",3,">3","22/03/2010",2010,3,22,17.4855,68.0247,"0_30","285","MESO",NA,NA,NA,35.9149,NA,"Coastal - NW Arabian Upwelling Province","ARAB","Northwest Arabian Sea upwelling","Indian","Westerly","IO",715,538757,3,2,0,0,0,0,0,"NO_SUNLIGHT"
"2329","SRR5915014","SRR5915014","PRJNA385736",0.22,NA,"08/09/2016",2016,9,8,-36.88667,152.54888,"-30_-60","250","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",35.502836,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",1408,43354,3,3,0,0,0,0,0,"NO_SUNLIGHT"
"2330","SRR5915384","SRR5915384","PRJNA385736",0.22,NA,"08/09/2016",2016,9,8,-36.88548,152.5501,"-30_-60","500","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",35.031702,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",1379,35741,3,2,0,0,0,0,0,"NO_SUNLIGHT"
"2331","ERR10234681","BZM_AAYWOSTA_2_1_HYFJJBCXY.12BA205","Tara_Oceans",5,"20","40675",2011,5,12,2.0399,-84.5599,"0_30","5","SURF",NA,NA,NA,33.17585,NA,"Trades - N. Pacific Equatorial Countercurrent Province","PNEC","North Pacific equatorial counter current","Pacific","Trade wind","NPO",2551,512488,3,3,0,0,0,0,0,"SUNLIGHT"
"2332","ERR10234701","BZM_AAZQOSTA_2_1_HYFJJBCXY.12BA255","Tara_Oceans",5,"20","30/09/2011",2011,9,30,22.7091,-158.0247,"0_30","5","SURF",NA,NA,NA,35.23154,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",1974,468992,3,2,0,0,0,0,0,"SUNLIGHT"
"2333","ERR10234703","BZM_AAZSOSTA_2_1_HYFJJBCXY.12BA279","Tara_Oceans",5,"20","23/10/2011",2011,10,23,33.0007,-121.8701,"30_60","5","SURF",NA,NA,NA,33.477367,NA,"Coastal - California Upwelling Coastal Province","CCAL","Coastal Californian current","Pacific","Coastal","NPO",1860,620613,3,3,0,0,0,0,0,"SUNLIGHT"
"2334","ERR2249712","ERR2249712","PRJEB24002",NA,NA,NA,NA,NA,NA,72.903146,-55.436884,"60_90","0.09","SURF",NA,NA,"marine biome ENVO:00000447/fjord ENVO:00000039/sediment ENVO:00002015",NA,NA,"Polar - Boreal Polar Province (POLR)","BPLR","Boreal polar","Arctic","Polar","AO",338,85304,3,1,0,0,0,0,0,"SUNLIGHT"
"2335","ERR2249714","ERR2249714","Tara_Oceans",NA,NA,NA,NA,NA,NA,72.903146,-55.436884,"60_90","0.9","SURF",NA,NA,"marine biome ENVO:00000447/fjord ENVO:00000039/sediment ENVO:00002015",NA,NA,"Polar - Boreal Polar Province (POLR)","BPLR","Boreal polar","Arctic","Polar","AO",242,90003,3,2,0,0,0,0,0,"SUNLIGHT"
"2336","ERR10028091","NB348_RNA","PRJEB24595",NA,NA,"13/10/2009",2009,10,13,40.8,14.25,"30_60","78","EPI",NA,"shallow marine sediment (ENVO_01000043)",NA,37.9,NA,"Westerlies - Mediterranean Sea, Black Sea Province","MEDI","Mediterranean Sea","Atlantic","Westerly","NAO",5952,397503,4,2,0,0,0,0,0,"SUNLIGHT"
"2337","ERR10234711","BZM_ABAAOSTA_2_1_HYFJJBCXY.12BA280","PRJEB23920",5,"20","19/10/2011",2011,10,19,35.4135,-127.7053,"30_60","45","EPI",NA,NA,NA,33.214258,NA,"Coastal - California Upwelling Coastal Province","CCAL","Coastal Californian current","Pacific","Coastal","NPO",2552,548519,4,3,0,0,0,0,0,"SUNLIGHT"
"2338","ERR2287528","ERR2287528","PRJEB24888",NA,NA,"15/09/2013",2013,9,15,59.7274667,10.7283861,"30_60","MESO","MESO",NA,NA,"Marine/Fjord/Sediment",NA,NA,"Coordinates may be on land",NA,NA,NA,NA,NA,6375,1126802,4,4,0,0,0,0,0,"NO_SUNLIGHT"
"2339","ERR10234691","BZM_AAZGOSTA_2_1_HYFJJBCXY.12BA230","Tara_Oceans",5,"20","08/08/2011",2011,8,8,-8.9124,-142.5595,"0_-30","5","SURF",NA,NA,NA,35.4224,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",2218,546097,4,4,0,0,0,0,0,"SUNLIGHT"
"2340","ERR10234710","BZM_AAZZOSTA_2_1_HYFJJBCXY.12BA268","Tara_Oceans",5,"20","04/10/2011",2011,10,4,31.4868,-159.0749,"30_60","5","SURF",NA,NA,NA,35.18785,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",2753,442433,4,3,0,0,0,0,0,"SUNLIGHT"
"2341","ERR10234891","BZM_ABJQOSTA_1_1_H32WHBCX2.12BA014","Tara_Oceans",5,"20","21/09/2010",2010,9,21,-20.4107,-3.1775,"0_-30","5","SURF",NA,NA,NA,36.374733,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",2198,478202,4,2,0,0,0,0,0,"SUNLIGHT"
"2342","ERR10234945","BZM_ABLWOSTA_1_1_H32WHBCX2.12BA045","Tara_Oceans",5,"20","05/10/2010",2010,10,5,-8.7277,-17.9235,"0_-30","5","SURF",NA,NA,NA,36.425925,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",2229,571716,4,2,0,0,0,0,0,"SUNLIGHT"
"2343","SRR5915220","SRR5915220","PRJNA385736",0.22,NA,"06/09/2016",2016,9,6,-36.2504,153.26225,"-30_-60","0","SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.662471,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",1259,71816,4,3,0,0,0,0,0,"SUNLIGHT"
"2344","SRR5918636","SRR5918636","PRJNA385736",0.22,NA,"41957",2014,11,14,-42.30388,148.50533,"-30_-60","0","SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.244,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",1025,58087,4,4,0,0,0,0,0,"SUNLIGHT"
"2345","SRR7035235","SRR7035235","PRJNA385736",NA,NA,"15/06/2017",2017,6,15,-34.010214,151.125875,"-30_-60","3","SURF",NA,NA,"sediment",NA,NA,"Coordinates may be on land",NA,NA,NA,NA,NA,3528,140244,4,1,0,0,0,0,0,"SUNLIGHT"
"2346","SRR5805422","SRR5805422","PRJNA393049",NA,NA,"21/03/2014",2014,3,21,22.75,-158,"0_30","4000","BATHY",NA,NA,"sediment trap",NA,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",1797,126599,5,1,0,0,0,0,0,"NO_SUNLIGHT"
"2347","ERR10028097","OF229_RNA","PRJEB24158",NA,NA,"22/09/2009",2009,9,22,59.26666667,10.71666667,"30_60","103","EPI",NA,"shallow marine sediment (ENVO_01000043)",NA,35,NA,"Coastal - NE Atlantic Shelves Province","NECS","Northeast Atlantic shelves","Atlantic","Coastal","NAO",7269,396229,5,2,0,0,0,0,0,"SUNLIGHT"
"2348","ERR10234690","BZM_AAZFOSTA_2_1_HYFJJBCXY.12BA218","Tara_Oceans",5,"20","01/08/2011",2011,8,1,-8.903,-140.2801,"0_-30","150","EPI",NA,NA,NA,99999,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",3165,532548,5,4,0,0,0,0,0,"SUNLIGHT"
"2349","ERR10234707","BZM_AAZWOSTA_2_1_HYFJJBCXY.12BA232","Tara_Oceans",5,"20","11/09/2011",2011,9,11,6.6433,-153.0842,"0_30","80","EPI",NA,NA,NA,34.798259,NA,"Trades - N. Pacific Equatorial Countercurrent Province","PNEC","North Pacific equatorial counter current","Pacific","Trade wind","NPO",3429,496830,5,4,0,0,0,0,0,"SUNLIGHT"
"2350","ERR10234718","BZM_ABAHOSTA_2_1_HYFJJBCXY.12BA269","Tara_Oceans",5,"20","16/01/2012",2012,1,16,29.8103,-79.668,"0_30","40","EPI",NA,NA,NA,36.2134,NA,"Coastal - NW Atlantic Shelves Province","NWCS","Northwest Atlantic shelves","Atlantic","Coastal","NAO",2402,473125,5,3,0,0,0,0,0,"SUNLIGHT"
"2351","SRR5914976","SRR5914976","PRJNA385736",0.22,NA,"13/09/2016",2016,9,13,-30.81285,153.4453,"-30_-60","30","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.659303,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1515,55347,5,4,0,0,0,0,0,"SUNLIGHT"
"2352","ERR2112710","ERR2112710","PRJEB84566",0.45,"2.7","03/04/2009",2009,4,3,34.74,13.2,"30_60","262","MESO",NA,NA,"Marine biome/Oligotrophic environment/Sea water",NA,NA,"Westerlies - Mediterranean Sea, Black Sea Province","MEDI","Mediterranean Sea","Atlantic","Westerly","NAO",710,45388,5,3,0,0,0,0,0,"NO_SUNLIGHT"
"2353","ERR2286745","ERR2286745","PRJEB24158",NA,NA,"15/08/2013",2013,8,15,59.6970194,10.6283833,"30_60","MESO","MESO",NA,NA,"Marine/Fjord/Sediments",NA,NA,"Coordinates may be on land",NA,NA,NA,NA,NA,7767,1001908,5,3,0,0,0,0,0,"NO_SUNLIGHT"
"2354","ERR2287520","ERR2287520","PRJEB24876",NA,NA,"19/09/2013",2013,9,19,59.7289694,10.732025,"30_60","MESO","MESO",NA,NA,"Marine/Fjord/Sediment",24,NA,"Coordinates may be on land",NA,NA,NA,NA,NA,5953,491555,5,2,0,0,0,0,0,"NO_SUNLIGHT"
"2355","SRR5915255","SRR5915255","PRJNA385736",0.22,NA,"11/09/2016",2016,9,11,-34.84225,151.34422,"-30_-60","0","SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.662827,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",950,61043,5,3,0,0,0,0,0,"SUNLIGHT"
"2356","SRR6401782","SRR6401782","PRJNA385736",0.22,NA,"42503",2016,5,13,-56.495217,-170.013367,"-30_-60","5094","BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.703,NA,"Westerlies - Subantarctic Province","SANT","Subantarctic water ring","Antarctic","Westerly","SO",562,149668,6,3,0,0,0,0,0,"NO_SUNLIGHT"
"2357","SRR5918644","SRR5918644","PRJNA385736",0.22,NA,"15/11/2014",2014,11,15,-42.288233,156.47875,"-30_-60","80","EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.463,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",1357,41821,6,4,0,0,0,0,0,"SUNLIGHT"
"2358","ERR2287529","ERR2287529","PRJEB25089",NA,NA,"15/09/2013",2013,9,15,59.8228444,10.7169194,"30_60","MESO","MESO",NA,NA,"Marine/Fjord/Sediment",NA,NA,"Coastal - NE Atlantic Shelves Province","NECS","Northeast Atlantic shelves","Atlantic","Coastal","NAO",5867,618472,6,3,0,0,0,0,0,"NO_SUNLIGHT"
"2359","ERR10234694","BZM_AAZJOSTA_2_1_HYFJJBCXY.12BA266","Tara_Oceans",5,"20","03/05/2011",2011,5,3,0.0247,-84.6024,"0_30","5","SURF",NA,NA,NA,34.529983,NA,"Coastal - Chile-Peru Current Coastal Province","CHIL",NA,"Pacific","Coastal","SPO",2668,510700,6,4,0,0,0,0,0,"SUNLIGHT"
"2360","ERR2220261","ERR2220261","PRJEB23771",0.22,"3","22/01/2011",2011,1,22,-25.86816667,-27.56733333,"0_-30","4000","BATHY",NA,"marine pelagic zone (ENVO_00000208)","marine biome/open ocean/water",34.81,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",1069,81036,7,4,0,0,0,0,0,"NO_SUNLIGHT"
"2361","ERR10234930","BZM_ABLHOSTA_1_1_H32WHBCX2.12BA055","Tara_Oceans",5,"20","02/12/2010",2010,12,2,-44.5838,-52.1952,"-30_-60","35","EPI",NA,NA,NA,34.73375,NA,"Westerlies - S. Subtropical Convergence Province","SSTC","South subtropical convergence","Antarctic","Westerly","SO",1955,562844,7,4,0,0,0,0,0,"SUNLIGHT"
"2362","ERR2338152","ERR2338152","PRJEB25141",NA,NA,"21/06/2013",2013,6,21,-66.44,-0.122,"-60_-90","SURF","SURF",NA,NA,"marine/sea ice/sea ice",NA,NA,"Polar - Antarctic Province","ANTA","Antarctic","Antarctic","Polar","SO",351,100214,7,2,0,0,0,0,0,"SUNLIGHT"
"2363","ERR10234705","BZM_AAZUOSTA_2_1_HYFJJBCXY.12BA208","Tara_Oceans",5,"20","01/09/2011",2011,9,1,-6.605,-152.5075,"0_-30","5","SURF",NA,NA,NA,35.432567,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",2839,531822,7,5,0,0,0,0,0,"SUNLIGHT"
"2364","ERR10234713","BZM_ABACOSTA_2_1_HYFJJBCXY.12BA209","Tara_Oceans",5,"20","28/08/2011",2011,8,28,-11.9668,-151.2413,"0_-30","5","SURF",NA,NA,NA,35.935908,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",3260,611548,7,2,0,0,0,0,0,"SUNLIGHT"
"2365","ERR10234725","BZM_ABAOOSTA_2_1_HYFJJBCXY.12BA258","Tara_Oceans",5,"20","09/03/2012",2012,3,9,36.1399,-28.9689,"30_60","5","SURF",NA,NA,NA,36.232008,NA,"Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)","NASE","Northeast Atlantic subtropical gyral","Atlantic","Westerly","NAO",2736,579791,7,4,0,0,0,0,0,"SUNLIGHT"
"2366","ERR10234726","BZM_ABAPOSTA_2_1_HYFJJBCXY.12BA270","Tara_Oceans",5,"20","05/03/2012",2012,3,5,35.8641,-37.1831,"30_60","5","SURF",NA,NA,NA,36.303117,NA,"Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)","NASW","Northwest Atlantic subtropical gyral","Atlantic","Westerly","NAO",2280,508564,7,5,0,0,0,0,0,"SUNLIGHT"
"2367","SRR5917845","SRR5917845","PRJNA385736",0.22,NA,"14/09/2016",2016,9,14,-31.84433,153.3174,"-30_-60","0","SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.665818,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1136,78280,7,4,0,0,0,0,0,"SUNLIGHT"
"2368","SRR6401306","SRR6401306","PRJNA385736",0.22,NA,"28/05/2016",2016,5,28,-42.39617,-174.40893,"-30_-60","965.4","MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.406,NA,"Coastal - New Zealand Coastal Province","NEWZ","New Zealand coast","Pacific","Coastal","SPO",770,166718,8,3,0,0,0,0,0,"NO_SUNLIGHT"
"2369","SRR7036275","SRR7036275","PRJNA385736",0.22,NA,"23/06/2016",2016,6,23,-0.99917,-168.74917,"0_-30","51.4","EPI",NA,"marine layer (ENVO_01000295)","Pelagic_Public",35.407,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",1797,138779,9,5,0,0,0,0,0,"SUNLIGHT"
"2370","ERR2286746","ERR2286746","PRJEB24158",NA,NA,"15/08/2013",2013,8,15,59.6757,10.5789667,"30_60","MESO","MESO",NA,NA,"Marine/Fjord/Sediments",NA,NA,"Coastal - NE Atlantic Shelves Province","NECS","Northeast Atlantic shelves","Atlantic","Coastal","NAO",6695,847399,9,4,0,0,0,0,0,"NO_SUNLIGHT"
"2371","ERR2287530","ERR2287530","Tara_Oceans",NA,NA,"15/09/2013",2013,9,15,59.8607417,10.69845,"30_60","MESO","MESO",NA,NA,"Marine/Fjord/Sediment",NA,NA,"Coastal - NE Atlantic Shelves Province","NECS","Northeast Atlantic shelves","Atlantic","Coastal","NAO",3723,529204,9,4,0,0,0,0,0,"NO_SUNLIGHT"
"2372","SRR5915199","SRR5915199","PRJNA385736",0.22,NA,"07/09/2016",2016,9,7,-36.99762,153.99853,"-30_-60","0","SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.512866,NA,"Westerlies - Tasman Sea Province","TASM","Tasman Sea","Pacific","Westerly","SPO",1145,50328,9,6,0,0,0,0,0,"SUNLIGHT"
"2373","ERR2286750","ERR2286750","PRJEB24158",NA,NA,"15/08/2013",2013,8,15,59.701675,10.5233222,"30_60","MESO","MESO",NA,NA,"Marine/Fjord/Sediments",NA,NA,"Coastal - NE Atlantic Shelves Province","NECS","Northeast Atlantic shelves","Atlantic","Coastal","NAO",10055,468510,10,5,0,0,0,0,0,"NO_SUNLIGHT"
"2374","ERR10234712","BZM_ABABOSTA_2_1_HYFJJBCXY.12BA197","Tara_Oceans",5,"20","18/10/2011",2011,10,18,35.3888,-127.7422,"30_60","5","SURF",NA,NA,NA,33.099008,NA,"Coastal - California Upwelling Coastal Province","CCAL","Coastal Californian current","Pacific","Coastal","NPO",2026,805505,10,4,0,0,0,0,0,"SUNLIGHT"
"2375","ERR2220173","ERR2220173","PRJEB23771",0.22,"3","22/01/2011",2011,1,22,-25.86816667,-27.56733333,"0_-30","3300","BATHY",NA,"marine pelagic zone (ENVO_00000208)","marine biome/open ocean/water",34.9,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",959,152093,11,3,0,0,0,0,0,"NO_SUNLIGHT"
"2376","ERR10234898","BZM_ABJYOSTA_1_1_H32WHBCX2.12BA015","Tara_Oceans",5,"20","07/09/2010",2010,9,7,-32.12,17.6987,"-30_-60","5","SURF",NA,NA,NA,34.849892,NA,"Coastal - Benguela Current Coastal Province","BENG","Benguela current coast","Atlantic","Coastal","SAO",1260,442003,11,5,0,0,0,0,0,"SUNLIGHT"
"2377","ERR10234927","BZM_ABLEOSTA_1_1_H32WHBCX2.12BA019","Tara_Oceans",5,"20","29/06/2010",2010,6,29,-17.4962,42.2173,"0_-30","5","SURF",NA,NA,NA,99999,NA,"Coastal - E. Africa Coastal Province","EAFR","East African coast","Indian","Coastal","IO",4027,427121,12,9,0,0,0,0,0,"SUNLIGHT"
"2378","ERR10234723","BZM_ABAMOSTA_2_1_HYFJJBCXY.12BA234","PRJEB24154",5,"20","01/03/2012",2012,3,1,34.0533,-49.8355,"30_60","5","SURF",NA,NA,NA,36.423075,NA,"Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)","NASW","Northwest Atlantic subtropical gyral","Atlantic","Westerly","NAO",2811,747897,13,4,0,0,0,0,0,"SUNLIGHT"
"2379","ERR2220296","ERR2220296","PRJEB23771",0.22,"3","29/04/2011",2011,4,29,-3.410333333,-169.4625,"0_-30","1500","BATHY",NA,"marine pelagic zone (ENVO_00000208)","marine biome/open ocean/water",34.6,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",1155,103448,14,4,0,0,0,0,0,"NO_SUNLIGHT"
"2380","ERR10234699","BZM_AAZOOSTA_2_1_HYFJJBCXY.12BA231","Tara_Oceans",5,"20","05/09/2011",2011,9,5,0.0078,-153.6265,"0_30","5","SURF",NA,NA,NA,35.11632,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","NPO",3221,436543,15,7,0,0,0,0,0,"SUNLIGHT"
"2381","ERR10234724","BZM_ABANOSTA_2_1_HYFJJBCXY.12BA246","Tara_Oceans",5,"20","05/03/2012",2012,3,5,35.8777,-37.1969,"30_60","40","EPI",NA,NA,NA,36.302845,NA,"Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)","NASW","Northwest Atlantic subtropical gyral","Atlantic","Westerly","NAO",2881,651448,18,6,0,0,0,0,0,"SUNLIGHT"
"2382","ERR10234890","BZM_ABJPOSTA_1_1_H32WHBCX2.12BA002","Tara_Oceans",5,"20","11/05/2010",2010,5,11,-21.4593,54.3041,"0_-30","5","SURF",NA,NA,NA,34.940633,NA,"Trades - Indian S. Subtropical Gyre Province","ISSG","Indian South subtropical gyre","Indian","Trade wind","IO",3485,557987,20,8,0,0,0,0,0,"SUNLIGHT"
"2383","ERR10234698","BZM_AAZNOSTA_2_1_HYFJJBCXY.12BA219","Tara_Oceans",5,"20","05/09/2011",2011,9,5,0.001,-153.6387,"0_30","40","EPI",NA,NA,NA,35.13638,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","NPO",3389,496363,21,10,0,0,0,0,0,"SUNLIGHT"
"2384","ERR10234174","BZM_AAEJOSTA_1_1_HYN2WBCX2.12BA014","Tara_Oceans",0.8,"5","20/03/2010",2010,3,20,18.7341,66.3896,"0_30","270","MESO",NA,NA,NA,35.901885,NA,"Coastal - NW Arabian Upwelling Province","ARAB","Northwest Arabian Sea upwelling","Indian","Westerly","IO",2120,488689,23,5,0,0,0,0,0,"NO_SUNLIGHT"
"2385","ERR10234706","BZM_AAZVOSTA_2_1_HYFJJBCXY.12BA220","Tara_Oceans",5,"20","02/09/2011",2011,9,2,-6.6382,-152.5141,"0_-30","100","EPI",NA,NA,NA,35.503872,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",3404,477217,24,9,0,0,0,0,0,"SUNLIGHT"
"2386","ERR10234166","BZM_AAEBOSTA_1_1_HYN2WBCX2.12BA013","Tara_Oceans",0.8,"5","16/03/2010",2010,3,16,19.0351,64.5638,"0_30","340","MESO",NA,NA,NA,36.021302,NA,"Coastal - NW Arabian Upwelling Province","ARAB","Northwest Arabian Sea upwelling","Indian","Westerly","IO",2212,448106,25,9,0,0,0,0,0,"NO_SUNLIGHT"
"2387","SRR3735302","SRR3735302","PRJNA326482",2.7,NA,"15/05/2014",2014,5,15,10.617,-65.167,"0_30","295","MESO",NA,"marine layer (ENVO_01000295)","seawater",36.4,NA,"Coastal - Guianas Coastal Province","GUIA","Guianas coast","Atlantic","Coastal","NAO",848,348732,26,2,0,0,0,0,0,"NO_SUNLIGHT"
"2388","ERR10234899","BZM_ABJZOSTA_1_1_H32WHBCX2.12BA027","Tara_Oceans",5,"20","04/11/2010",2010,11,4,-30.2163,-43.275,"-30_-60","5","SURF",NA,NA,NA,36.323142,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",2481,544534,26,6,0,0,0,0,0,"SUNLIGHT"
"2389","ERR10234926","BZM_ABLDOSTA_1_1_H32WHBCX2.12BA007","Tara_Oceans",5,"20","25/05/2010",2010,5,25,-13.0655,46.9692,"0_-30","5","SURF",NA,NA,NA,34.932975,NA,"Coastal - E. Africa Coastal Province","EAFR","East African coast","Indian","Coastal","IO",3444,976789,26,4,0,0,0,0,0,"SUNLIGHT"
"2390","SRR5808614","SRR5808614","PRJNA393172",NA,NA,"02/08/2015",2015,8,2,24.4152833,-156.3139167,"0_30","15","EPI",NA,"marine photic zone (ENVO_00000209)","environmental",35.395,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",2838,247062,36,10,0,0,0,0,0,"SUNLIGHT"
"2391","SRR5808619","SRR5808619","PRJNA393172",NA,NA,"01/08/2015",2015,8,1,24.4958667,-156.2977,"0_30","15","EPI",NA,"marine photic zone (ENVO_00000209)","environmental",35.391,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",3103,236589,42,12,0,0,0,0,0,"SUNLIGHT"
"2392","ERR10234936","BZM_ABLNOSTA_1_1_H32WHBCX2.12BA032","Tara_Oceans",5,"20","18/03/2011",2011,3,18,-32.7969,-87.086,"-30_-60","5","SURF",NA,NA,NA,34.681925,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",3289,1233191,58,6,0,0,0,0,0,"SUNLIGHT"
"2393","ERR10234653","BZM_AAXTOSTA_2_1_H32WHBCX2.12BA086","Tara_Oceans",3,">3","24/10/2011",2011,10,24,33.0339,-121.8782,"30_60","650","MESO",NA,NA,NA,34.335445,NA,"Coastal - California Upwelling Coastal Province","CCAL","Coastal Californian current","Pacific","Coastal","NPO",3592,551574,92,18,0,0,0,0,0,"NO_SUNLIGHT"
"2394","ERR10028103","VA122_RNA","BioMarKs_Illumina",0.8,"3","26/05/2010",2010,5,26,43.16666667,28.83333333,"30_60","250","MESO",NA,"marine anoxic zone (ENVO_01000066)",NA,999,NA,"Westerlies - Mediterranean Sea, Black Sea Province","MEDI","Mediterranean Sea","Atlantic","Westerly","NAO",1250,735850,166,4,0,0,0,0,0,"NO_SUNLIGHT"
