pOTU,Phylodist,Niche0ver,CladeID
pOTU030_pOTU014,48,0.531511603,NN
pOTU030_pOTU013,48,0.004002902,NN
pOTU030_pOTU006,48,0.000937314,NN
pOTU030_pOTU009,48,0.609862661,NN
pOTU030_pOTU007,48,0.466206198,NN
pOTU037_pOTU047,48,0.099096171,NN
pOTU037_pOTU059,48,4.30E-10,NN
pOTU037_pOTU049,48,0,NN
pOTU037_pOTU054,48,0.005056227,NN
pOTU037_pOTU022,48,0.088288182,NN
pOTU037_pOTU005,48,0.036140106,NN
pOTU037_pOTU004,48,0.003958418,NN
pOTU037_pOTU003,48,0.319254137,NN
pOTU037_pOTU002,48,0.101504477,NN
pOTU037_pOTU043,48,7.39E-08,NN
pOTU037_pOTU046,52,0,NN
pOTU037_pOTU045,48,0,NN
pOTU037_pOTU048,48,0,NN
pOTU037_pOTU041,52,0,NN
pOTU037_pOTU044,48,0,NN
pOTU037_pOTU042,52,0,NN
pOTU037_pOTU039,48,0,NN
pOTU037_pOTU032,48,0,NN
pOTU037_pOTU038,52,1.65E-09,NN
pOTU037_pOTU034,48,3.44E-05,NN
pOTU037_pOTU035,48,0,NN
pOTU037_pOTU033,48,0.000244488,NN
pOTU037_pOTU029,48,0,NN
pOTU037_pOTU025,48,2.69E-09,NN
pOTU037_pOTU023,48,0,NN
pOTU037_pOTU026,48,0.032785715,NN
pOTU037_pOTU028,48,3.13E-07,NN
pOTU037_pOTU027,52,0,NN
pOTU037_pOTU019,48,0.007978869,NN
pOTU037_pOTU018,48,1.40E-08,NN
pOTU037_pOTU024,48,0.000142164,NN
pOTU037_pOTU016,48,0,NN
pOTU037_pOTU020,48,9.52E-05,NN
pOTU037_pOTU017,48,0,NN
pOTU037_pOTU008,48,3.67E-11,NN
pOTU037_pOTU011,48,0,NN
pOTU037_pOTU010,48,0.005621461,NN
pOTU037_pOTU051,48,0.02527654,NN
pOTU037_pOTU052,48,0,NN
pOTU037_pOTU040,50,0.582342259,NN
pOTU037_pOTU014,48,0.00141806,NN
pOTU037_pOTU013,48,0.831780015,NN
pOTU037_pOTU006,48,0.376502032,NN
pOTU037_pOTU009,48,0.053074021,NN
pOTU037_pOTU007,48,0.117093603,NN
pOTU040_pOTU047,50,0.186454176,NN
pOTU040_pOTU059,50,1.53E-06,NN
pOTU040_pOTU049,50,1.34E-07,NN
pOTU040_pOTU054,50,0.019147181,NN
pOTU040_pOTU036,50,0.167660317,NN
pOTU040_pOTU022,50,0.197723918,NN
pOTU040_pOTU005,50,0.051505005,NN
pOTU040_pOTU004,50,0.005619956,NN
pOTU040_pOTU003,50,0.488778786,NN
pOTU040_pOTU002,50,0.206300864,NN
pOTU040_pOTU043,50,7.38E-06,NN
pOTU040_pOTU046,52,2.99E-07,NN
pOTU040_pOTU045,50,0,NN
pOTU040_pOTU048,50,0,NN
pOTU040_pOTU041,52,0,NN
pOTU040_pOTU044,50,2.95E-08,NN
pOTU040_pOTU042,52,0,NN
pOTU040_pOTU039,50,3.62E-08,NN
pOTU040_pOTU032,50,0,NN
pOTU040_pOTU038,52,2.70E-06,NN
pOTU040_pOTU034,50,0.002776577,NN
pOTU040_pOTU035,50,0,NN
pOTU040_pOTU033,50,0.001221567,NN
pOTU040_pOTU029,50,0,NN
pOTU040_pOTU025,50,3.51E-06,NN
pOTU040_pOTU023,50,0,NN
pOTU040_pOTU026,50,0.044732356,NN
pOTU040_pOTU028,50,1.46E-05,NN
pOTU040_pOTU027,52,7.31E-10,NN
pOTU040_pOTU019,50,0.012845531,NN
pOTU040_pOTU021,50,0.005909018,NN
pOTU040_pOTU018,50,4.03E-06,NN
pOTU040_pOTU024,50,0.001067817,NN
pOTU040_pOTU016,50,5.71E-09,NN
pOTU040_pOTU020,50,0.011886097,NN
pOTU040_pOTU017,50,5.22E-09,NN
pOTU040_pOTU008,50,9.42E-07,NN
pOTU040_pOTU011,50,0,NN
pOTU040_pOTU010,50,0.01192013,NN
pOTU040_pOTU051,50,0.046331897,NN
pOTU040_pOTU052,50,0.010849263,NN
pOTU040_pOTU030,50,0.015083428,NN
pOTU040_pOTU037,50,0.582342259,NN
pOTU040_pOTU040,0,0,NN
pOTU040_pOTU031,50,0.019586491,NN
pOTU040_pOTU015,50,0.622174688,NN
pOTU040_pOTU014,50,0.014614199,NN
pOTU040_pOTU012,50,0.06497394,NN
pOTU040_pOTU013,50,0.666709626,NN
pOTU040_pOTU006,50,0.201356181,NN
pOTU040_pOTU009,50,0.107508646,NN
pOTU040_pOTU007,50,0.177627824,NN
pOTU040_pOTU001,50,0.298399509,NN
pOTU031_pOTU047,48,0.115640755,NN
pOTU031_pOTU059,48,0.005698953,NN
pOTU031_pOTU049,48,0.022347331,NN
pOTU031_pOTU054,48,0.684061477,NN
pOTU031_pOTU022,48,0.16556158,NN
pOTU031_pOTU005,48,0.023831955,NN
pOTU031_pOTU004,48,0.007430634,NN
pOTU031_pOTU003,48,0.020197422,NN
pOTU031_pOTU002,48,0.29241929,NN
pOTU031_pOTU043,48,0.018400184,NN
pOTU031_pOTU046,52,0.004609711,NN
pOTU031_pOTU045,48,0.000116441,NN
pOTU031_pOTU048,48,5.54E-06,NN
pOTU031_pOTU041,52,0.005606231,NN
pOTU031_pOTU044,48,0.001954898,NN
pOTU031_pOTU042,52,0.001123609,NN
pOTU031_pOTU039,48,0.008185636,NN
pOTU031_pOTU032,48,0.012138592,NN
pOTU031_pOTU038,52,0.005949795,NN
pOTU031_pOTU034,48,0.01699215,NN
pOTU031_pOTU035,48,0.011287505,NN
pOTU031_pOTU033,48,0.008876499,NN
pOTU031_pOTU029,48,0.008017826,NN
pOTU031_pOTU025,48,0.008228646,NN
pOTU031_pOTU023,48,0.004924017,NN
pOTU031_pOTU026,48,0.017497757,NN
pOTU031_pOTU028,48,0.023828503,NN
pOTU031_pOTU027,52,0.005842989,NN
pOTU031_pOTU019,48,0.019433501,NN
pOTU031_pOTU018,48,0.022793748,NN
pOTU031_pOTU024,48,0.004956563,NN
pOTU031_pOTU016,48,0.007937131,NN
pOTU031_pOTU020,48,0.466999734,NN
pOTU031_pOTU017,48,0.006077749,NN
pOTU031_pOTU008,48,0.008773576,NN
pOTU031_pOTU011,48,0.006468933,NN
pOTU031_pOTU010,48,0.020962708,NN
pOTU031_pOTU051,48,0.700765265,NN
pOTU031_pOTU052,48,0.53984419,NN
pOTU031_pOTU040,50,0.019586491,NN
pOTU031_pOTU014,48,0.699158887,NN
pOTU031_pOTU013,48,0.008307461,NN
pOTU031_pOTU006,48,0.005276367,NN
pOTU031_pOTU009,48,0.638278696,NN
pOTU031_pOTU007,48,0.602366502,NN
pOTU015_pOTU047,48,0.107029809,NN
pOTU015_pOTU059,48,1.50E-05,NN
pOTU015_pOTU049,48,4.17E-07,NN
pOTU015_pOTU054,48,0.00568911,NN
pOTU015_pOTU022,48,0.116283726,NN
pOTU015_pOTU005,48,0.04145865,NN
pOTU015_pOTU004,48,0.004843558,NN
pOTU015_pOTU003,48,0.336416449,NN
pOTU015_pOTU002,48,0.125923172,NN
pOTU015_pOTU043,48,2.83E-05,NN
pOTU015_pOTU046,52,3.65E-06,NN
pOTU015_pOTU045,48,0,NN
pOTU015_pOTU048,48,0,NN
pOTU015_pOTU041,52,0,NN
pOTU015_pOTU044,48,5.30E-08,NN
pOTU015_pOTU042,52,0,NN
pOTU015_pOTU039,48,9.51E-08,NN
pOTU015_pOTU032,48,1.49E-11,NN
pOTU015_pOTU038,52,9.03E-06,NN
pOTU015_pOTU034,48,0.000518329,NN
pOTU015_pOTU035,48,1.49E-11,NN
pOTU015_pOTU033,48,0.000936717,NN
pOTU015_pOTU029,48,0,NN
pOTU015_pOTU025,48,1.29E-05,NN
pOTU015_pOTU023,48,0,NN
pOTU015_pOTU026,48,0.036602851,NN
pOTU015_pOTU028,48,0.000139894,NN
pOTU015_pOTU027,52,1.41E-09,NN
pOTU015_pOTU019,48,0.00916931,NN
pOTU015_pOTU018,48,1.77E-05,NN
pOTU015_pOTU024,48,0.000813965,NN
pOTU015_pOTU016,48,9.23E-09,NN
pOTU015_pOTU020,48,0.000435172,NN
pOTU015_pOTU017,48,4.77E-09,NN
pOTU015_pOTU008,48,3.31E-06,NN
pOTU015_pOTU011,48,0,NN
pOTU015_pOTU010,48,0.007326091,NN
pOTU015_pOTU051,48,0.02482628,NN
pOTU015_pOTU052,48,0,NN
pOTU015_pOTU040,50,0.622174688,NN
pOTU015_pOTU014,48,0.002230089,NN
pOTU015_pOTU013,48,0.900101167,NN
pOTU015_pOTU006,48,0.367456333,NN
pOTU015_pOTU009,48,0.063735244,NN
pOTU015_pOTU007,48,0.118172764,NN
pOTU014_pOTU047,46,0.095093337,NN
pOTU014_pOTU059,46,0.004305978,NN
pOTU014_pOTU049,46,0.014457824,NN
pOTU014_pOTU054,46,0.545067335,NN
pOTU014_pOTU036,48,0.339999654,NN
pOTU014_pOTU005,46,0.021784498,NN
pOTU014_pOTU004,46,0.00989744,NN
pOTU014_pOTU003,46,0.014336384,NN
pOTU014_pOTU002,46,0.26803643,NN
pOTU014_pOTU046,52,0.00365322,NN
pOTU014_pOTU048,46,0.000179528,NN
pOTU014_pOTU041,52,0.003959065,NN
pOTU014_pOTU042,52,0.001136093,NN
pOTU014_pOTU032,46,0.007848105,NN
pOTU014_pOTU038,52,0.00436991,NN
pOTU014_pOTU029,46,0.004493271,NN
pOTU014_pOTU023,46,0.003093637,NN
pOTU014_pOTU028,46,0.01566433,NN
pOTU014_pOTU027,52,0.004018024,NN
pOTU014_pOTU019,46,0.017035199,NN
pOTU014_pOTU021,48,0.009609519,NN
pOTU014_pOTU018,46,0.015300573,NN
pOTU014_pOTU016,46,0.004687701,NN
pOTU014_pOTU020,46,0.409035811,NN
pOTU014_pOTU017,46,0.004227234,NN
pOTU014_pOTU008,46,0.006320915,NN
pOTU014_pOTU011,46,0.004208251,NN
pOTU014_pOTU010,46,0.019641598,NN
pOTU014_pOTU051,46,0.584757461,NN
pOTU014_pOTU052,46,0.434118843,NN
pOTU014_pOTU030,48,0.531511603,NN
pOTU014_pOTU037,48,0.00141806,NN
pOTU014_pOTU040,50,0.014614199,NN
pOTU014_pOTU031,48,0.699158887,NN
pOTU014_pOTU015,48,0.002230089,NN
pOTU014_pOTU012,48,0.636475203,NN
pOTU014_pOTU009,46,0.594393385,NN
pOTU014_pOTU007,46,0.527360057,NN
pOTU014_pOTU001,48,0.389015691,NN
pOTU012_pOTU047,48,0.162758817,NN
pOTU012_pOTU059,48,0.001643084,NN
pOTU012_pOTU049,48,0.022880205,NN
pOTU012_pOTU054,48,0.691127846,NN
pOTU012_pOTU022,48,0.190911552,NN
pOTU012_pOTU005,48,0.028785518,NN
pOTU012_pOTU004,48,0.006725659,NN
pOTU012_pOTU003,48,0.061624288,NN
pOTU012_pOTU002,48,0.329818423,NN
pOTU012_pOTU043,48,0.012701086,NN
pOTU012_pOTU046,52,0.00140353,NN
pOTU012_pOTU045,48,0.000228183,NN
pOTU012_pOTU048,48,4.04E-05,NN
pOTU012_pOTU041,52,0.002431356,NN
pOTU012_pOTU044,48,0.000983313,NN
pOTU012_pOTU042,52,0.000549745,NN
pOTU012_pOTU039,48,0.001443519,NN
pOTU012_pOTU032,48,0.006295261,NN
pOTU012_pOTU038,52,0.001857333,NN
pOTU012_pOTU034,48,0.013496449,NN
pOTU012_pOTU035,48,0.004204539,NN
pOTU012_pOTU033,48,0.003750762,NN
pOTU012_pOTU029,48,0.002016039,NN
pOTU012_pOTU025,48,0.004179491,NN
pOTU012_pOTU023,48,0.000893025,NN
pOTU012_pOTU026,48,0.023154044,NN
pOTU012_pOTU028,48,0.029542951,NN
pOTU012_pOTU027,52,0.001652152,NN
pOTU012_pOTU019,48,0.016995758,NN
pOTU012_pOTU018,48,0.026053101,NN
pOTU012_pOTU024,48,0.002940384,NN
pOTU012_pOTU016,48,0.001251573,NN
pOTU012_pOTU020,48,0.436946766,NN
pOTU012_pOTU017,48,0.001176547,NN
pOTU012_pOTU008,48,0.004471874,NN
pOTU012_pOTU011,48,0.002149983,NN
pOTU012_pOTU010,48,0.023857578,NN
pOTU012_pOTU051,48,0.744527873,NN
pOTU012_pOTU052,48,0.510309708,NN
pOTU012_pOTU040,50,0.06497394,NN
pOTU012_pOTU014,48,0.636475203,NN
pOTU012_pOTU013,48,0.045298887,NN
pOTU012_pOTU006,48,0.022975825,NN
pOTU012_pOTU009,48,0.699789469,NN
pOTU012_pOTU007,48,0.638720545,NN
pOTU013_pOTU047,46,0.11434578,NN
pOTU013_pOTU059,46,3.59E-05,NN
pOTU013_pOTU049,46,1.71E-06,NN
pOTU013_pOTU054,46,0.007038168,NN
pOTU013_pOTU036,48,0.104018431,NN
pOTU013_pOTU005,46,0.045113916,NN
pOTU013_pOTU004,46,0.005710704,NN
pOTU013_pOTU003,46,0.353351685,NN
pOTU013_pOTU002,46,0.136494081,NN
pOTU013_pOTU046,52,1.01E-05,NN
pOTU013_pOTU048,46,0,NN
pOTU013_pOTU041,52,1.01E-08,NN
pOTU013_pOTU042,52,0,NN
pOTU013_pOTU032,46,1.23E-07,NN
pOTU013_pOTU038,52,4.57E-05,NN
pOTU013_pOTU029,46,1.00E-09,NN
pOTU013_pOTU023,46,0,NN
pOTU013_pOTU028,46,6.89E-05,NN
pOTU013_pOTU027,52,1.04E-07,NN
pOTU013_pOTU019,46,0.011569898,NN
pOTU013_pOTU021,48,0.005782633,NN
pOTU013_pOTU018,46,3.02E-05,NN
pOTU013_pOTU016,46,5.81E-07,NN
pOTU013_pOTU020,46,0.001530498,NN
pOTU013_pOTU017,46,4.63E-07,NN
pOTU013_pOTU008,46,3.09E-05,NN
pOTU013_pOTU011,46,2.03E-08,NN
pOTU013_pOTU010,46,0.00964268,NN
pOTU013_pOTU051,46,0.027250132,NN
pOTU013_pOTU052,46,0.001062749,NN
pOTU013_pOTU030,48,0.004002902,NN
pOTU013_pOTU037,48,0.831780015,NN
pOTU013_pOTU040,50,0.666709626,NN
pOTU013_pOTU031,48,0.008307461,NN
pOTU013_pOTU015,48,0.900101167,NN
pOTU013_pOTU012,48,0.045298887,NN
pOTU013_pOTU009,46,0.069873354,NN
pOTU013_pOTU007,46,0.125934663,NN
pOTU013_pOTU001,48,0.200950755,NN
pOTU006_pOTU047,46,0.033505754,NN
pOTU006_pOTU059,46,0.000755771,NN
pOTU006_pOTU049,46,0.000755771,NN
pOTU006_pOTU054,46,0.00127905,NN
pOTU006_pOTU036,48,0.018755411,NN
pOTU006_pOTU005,46,0.006781379,NN
pOTU006_pOTU004,46,0.000846127,NN
pOTU006_pOTU003,46,0.134482976,NN
pOTU006_pOTU002,46,0.025007938,NN
pOTU006_pOTU046,52,0.000755771,NN
pOTU006_pOTU048,46,0.000755771,NN
pOTU006_pOTU041,52,0.000755771,NN
pOTU006_pOTU042,52,0.000755771,NN
pOTU006_pOTU032,46,0.000755771,NN
pOTU006_pOTU038,52,0.000755771,NN
pOTU006_pOTU029,46,0.000755771,NN
pOTU006_pOTU023,46,0.000755771,NN
pOTU006_pOTU028,46,0.000755771,NN
pOTU006_pOTU027,52,0.000755771,NN
pOTU006_pOTU019,46,0.004104716,NN
pOTU006_pOTU021,48,0.000755771,NN
pOTU006_pOTU018,46,0.000755771,NN
pOTU006_pOTU016,46,0.000755771,NN
pOTU006_pOTU020,46,0.001097727,NN
pOTU006_pOTU017,46,0.000755771,NN
pOTU006_pOTU008,46,0.000755771,NN
pOTU006_pOTU011,46,0.000755771,NN
pOTU006_pOTU010,46,0.000933652,NN
pOTU006_pOTU051,46,0.015662616,NN
pOTU006_pOTU052,46,0.000753295,NN
pOTU006_pOTU030,48,0.000937314,NN
pOTU006_pOTU037,48,0.376502032,NN
pOTU006_pOTU040,50,0.201356181,NN
pOTU006_pOTU031,48,0.005276367,NN
pOTU006_pOTU015,48,0.367456333,NN
pOTU006_pOTU012,48,0.022975825,NN
pOTU006_pOTU009,46,0.01110085,NN
pOTU006_pOTU007,46,0.060714787,NN
pOTU006_pOTU001,48,0.071494216,NN
pOTU009_pOTU047,44,0.304355347,NN
pOTU009_pOTU059,44,0.046078136,NN
pOTU009_pOTU054,44,0.626054688,NN
pOTU009_pOTU036,48,0.572592193,NN
pOTU009_pOTU022,46,0.344828802,NN
pOTU009_pOTU004,44,0.058184167,NN
pOTU009_pOTU002,44,0.479974071,NN
pOTU009_pOTU043,46,0.075779236,NN
pOTU009_pOTU046,52,0.040046837,NN
pOTU009_pOTU045,46,0.004389395,NN
pOTU009_pOTU048,44,0.001169157,NN
pOTU009_pOTU041,52,0.025115868,NN
pOTU009_pOTU044,46,0.028785968,NN
pOTU009_pOTU042,52,0.013718916,NN
pOTU009_pOTU039,46,0.04797042,NN
pOTU009_pOTU032,44,0.045221492,NN
pOTU009_pOTU038,52,0.036792414,NN
pOTU009_pOTU034,46,0.073002712,NN
pOTU009_pOTU035,46,0.048066847,NN
pOTU009_pOTU033,46,0.053166978,NN
pOTU009_pOTU029,44,0.036664488,NN
pOTU009_pOTU025,46,0.046067213,NN
pOTU009_pOTU023,44,0.02423054,NN
pOTU009_pOTU026,46,0.10276901,NN
pOTU009_pOTU028,44,0.116688603,NN
pOTU009_pOTU027,52,0.024132092,NN
pOTU009_pOTU021,48,0.058493534,NN
pOTU009_pOTU018,44,0.097836142,NN
pOTU009_pOTU024,46,0.043250266,NN
pOTU009_pOTU016,44,0.04374775,NN
pOTU009_pOTU020,44,0.528878381,NN
pOTU009_pOTU017,44,0.039623185,NN
pOTU009_pOTU008,44,0.041076723,NN
pOTU009_pOTU011,44,0.035068417,NN
pOTU009_pOTU010,44,0.124290894,NN
pOTU009_pOTU051,44,0.69077154,NN
pOTU009_pOTU030,48,0.609862661,NN
pOTU009_pOTU037,48,0.053074021,NN
pOTU009_pOTU040,50,0.107508646,NN
pOTU009_pOTU031,48,0.638278696,NN
pOTU009_pOTU015,48,0.063735244,NN
pOTU009_pOTU014,46,0.594393385,NN
pOTU009_pOTU012,48,0.699789469,NN
pOTU009_pOTU013,46,0.069873354,NN
pOTU009_pOTU006,46,0.01110085,NN
pOTU009_pOTU007,44,0.647006508,NN
pOTU009_pOTU001,48,0.494792002,NN
pOTU007_pOTU047,42,0.299540094,NN
pOTU007_pOTU049,44,0.018159817,NN
pOTU007_pOTU036,48,0.516008461,NN
pOTU007_pOTU022,46,0.244825718,NN
pOTU007_pOTU005,44,0.054705207,NN
pOTU007_pOTU004,42,0.020497252,NN
pOTU007_pOTU003,44,0.279931864,NN
pOTU007_pOTU043,46,0.018853218,NN
pOTU007_pOTU046,52,0.014003962,NN
pOTU007_pOTU045,46,0.008037189,NN
pOTU007_pOTU041,52,0.013027578,NN
pOTU007_pOTU044,46,0.011471955,NN
pOTU007_pOTU042,52,0.009236385,NN
pOTU007_pOTU039,46,0.012209655,NN
pOTU007_pOTU038,52,0.014451125,NN
pOTU007_pOTU034,46,0.023134602,NN
pOTU007_pOTU035,46,0.013806188,NN
pOTU007_pOTU033,46,0.018512484,NN
pOTU007_pOTU025,46,0.015787189,NN
pOTU007_pOTU026,46,0.053171497,NN
pOTU007_pOTU027,52,0.012972296,NN
pOTU007_pOTU019,44,0.032094226,NN
pOTU007_pOTU021,48,0.020792822,NN
pOTU007_pOTU024,46,0.016198171,NN
pOTU007_pOTU052,44,0.370694536,NN
pOTU007_pOTU030,48,0.466206198,NN
pOTU007_pOTU037,48,0.117093603,NN
pOTU007_pOTU040,50,0.177627824,NN
pOTU007_pOTU031,48,0.602366502,NN
pOTU007_pOTU015,48,0.118172764,NN
pOTU007_pOTU014,46,0.527360057,NN
pOTU007_pOTU012,48,0.638720545,NN
pOTU007_pOTU013,46,0.125934663,NN
pOTU007_pOTU006,46,0.060714787,NN
pOTU007_pOTU009,44,0.647006508,NN
pOTU007_pOTU001,48,0.701524758,NN
pOTU001_pOTU047,48,0.415419258,NN
pOTU001_pOTU059,48,0.012368517,NN
pOTU001_pOTU049,48,0.022026228,NN
pOTU001_pOTU054,48,0.344024475,NN
pOTU001_pOTU022,48,0.36867891,NN
pOTU001_pOTU005,48,0.076571716,NN
pOTU001_pOTU004,48,0.022607159,NN
pOTU001_pOTU003,48,0.43272313,NN
pOTU001_pOTU002,48,0.478317654,NN
pOTU001_pOTU043,48,0.021205977,NN
pOTU001_pOTU046,52,0.013383603,NN
pOTU001_pOTU045,48,0.006704282,NN
pOTU001_pOTU048,48,0.0040341,NN
pOTU001_pOTU041,52,0.012784398,NN
pOTU001_pOTU044,48,0.010383647,NN
pOTU001_pOTU042,52,0.008278383,NN
pOTU001_pOTU039,48,0.012194396,NN
pOTU001_pOTU032,48,0.016278526,NN
pOTU001_pOTU038,52,0.014318016,NN
pOTU001_pOTU034,48,0.025888063,NN
pOTU001_pOTU035,48,0.014544255,NN
pOTU001_pOTU033,48,0.0190177,NN
pOTU001_pOTU029,48,0.013585257,NN
pOTU001_pOTU025,48,0.016287391,NN
pOTU001_pOTU023,48,0.010360591,NN
pOTU001_pOTU026,48,0.065600456,NN
pOTU001_pOTU028,48,0.026696061,NN
pOTU001_pOTU027,52,0.012743844,NN
pOTU001_pOTU019,48,0.036480749,NN
pOTU001_pOTU018,48,0.024032135,NN
pOTU001_pOTU024,48,0.016709575,NN
pOTU001_pOTU016,48,0.01148287,NN
pOTU001_pOTU020,48,0.436704801,NN
pOTU001_pOTU017,48,0.011670399,NN
pOTU001_pOTU008,48,0.014971595,NN
pOTU001_pOTU011,48,0.013220475,NN
pOTU001_pOTU010,48,0.040546026,NN
pOTU001_pOTU051,48,0.407256082,NN
pOTU001_pOTU052,48,0.263012546,NN
pOTU001_pOTU040,50,0.298399509,NN
pOTU001_pOTU014,48,0.389015691,NN
pOTU001_pOTU013,48,0.200950755,NN
pOTU001_pOTU006,48,0.071494216,NN
pOTU001_pOTU009,48,0.494792002,NN
pOTU001_pOTU007,48,0.701524758,NN
pOTU059_pOTU059,0,0,PIC01a
pOTU059_pOTU054,38,0.005186195,PIC01a
pOTU059_pOTU002,30,0.212108794,PIC01a
pOTU059_pOTU048,22,0.092384642,PIC01a
pOTU059_pOTU032,26,0.424779015,PIC01a
pOTU059_pOTU029,6,0.14740678,PIC01a
pOTU059_pOTU023,22,0.113202554,PIC01a
pOTU059_pOTU028,8,0.241736702,PIC01a
pOTU059_pOTU018,22,0.175493628,PIC01a
pOTU059_pOTU016,22,0.104974751,PIC01a
pOTU059_pOTU020,28,0.059441973,PIC01a
pOTU059_pOTU017,6,0.17430076,PIC01a
pOTU059_pOTU008,22,0.17870085,PIC01a
pOTU059_pOTU011,24,0.200126384,PIC01a
pOTU059_pOTU010,22,0.37058492,PIC01a
pOTU059_pOTU051,38,0,PIC01a
pOTU059_pOTU007,36,0.012316107,PIC01a
pOTU054_pOTU059,38,0.005186195,PIC01a
pOTU054_pOTU054,0,0,PIC01a
pOTU054_pOTU002,38,0.292854026,PIC01a
pOTU054_pOTU048,38,0.011771173,PIC01a
pOTU054_pOTU032,38,0.039651927,PIC01a
pOTU054_pOTU029,38,0.023447777,PIC01a
pOTU054_pOTU023,38,0.017393391,PIC01a
pOTU054_pOTU028,38,0.046914562,PIC01a
pOTU054_pOTU018,38,0.046815229,PIC01a
pOTU054_pOTU016,38,0.018408002,PIC01a
pOTU054_pOTU020,38,0.378400616,PIC01a
pOTU054_pOTU017,38,0.01722417,PIC01a
pOTU054_pOTU008,38,0.03160973,PIC01a
pOTU054_pOTU011,38,0.023508023,PIC01a
pOTU054_pOTU010,38,0.046711842,PIC01a
pOTU054_pOTU051,2,0.80595595,PIC01a
pOTU054_pOTU007,38,0.526228217,PIC01a
pOTU002_pOTU059,30,0.212108794,PIC01a
pOTU002_pOTU054,38,0.292854026,PIC01a
pOTU002_pOTU002,0,0,PIC01a
pOTU002_pOTU048,30,0.1222992,PIC01a
pOTU002_pOTU032,30,0.330038139,PIC01a
pOTU002_pOTU029,30,0.239158848,PIC01a
pOTU002_pOTU023,30,0.20533617,PIC01a
pOTU002_pOTU028,30,0.387705717,PIC01a
pOTU002_pOTU018,30,0.313235428,PIC01a
pOTU002_pOTU016,30,0.196367606,PIC01a
pOTU002_pOTU020,30,0.378880407,PIC01a
pOTU002_pOTU017,30,0.22873393,PIC01a
pOTU002_pOTU008,30,0.252913168,PIC01a
pOTU002_pOTU011,30,0.237704563,PIC01a
pOTU002_pOTU010,30,0.37251923,PIC01a
pOTU002_pOTU051,38,0.272182334,PIC01a
pOTU002_pOTU007,36,0.372643667,PIC01a
pOTU048_pOTU059,22,0.092384642,PIC01a
pOTU048_pOTU054,38,0.011771173,PIC01a
pOTU048_pOTU002,30,0.1222992,PIC01a
pOTU048_pOTU048,0,0,PIC01a
pOTU048_pOTU032,26,0.396019593,PIC01a
pOTU048_pOTU029,22,0.416857566,PIC01a
pOTU048_pOTU023,18,0.599649289,PIC01a
pOTU048_pOTU028,22,0.156144468,PIC01a
pOTU048_pOTU018,18,0.111535064,PIC01a
pOTU048_pOTU016,18,0.533867624,PIC01a
pOTU048_pOTU020,28,0.014888068,PIC01a
pOTU048_pOTU017,22,0.495203261,PIC01a
pOTU048_pOTU008,8,0.501872682,PIC01a
pOTU048_pOTU011,24,0.576391188,PIC01a
pOTU048_pOTU010,18,0.138464172,PIC01a
pOTU048_pOTU051,38,0,PIC01a
pOTU048_pOTU007,36,0.005317242,PIC01a
pOTU032_pOTU059,26,0.424779015,PIC01a
pOTU032_pOTU054,38,0.039651927,PIC01a
pOTU032_pOTU002,30,0.330038139,PIC01a
pOTU032_pOTU048,26,0.396019593,PIC01a
pOTU032_pOTU032,0,0,PIC01a
pOTU032_pOTU029,26,0.43307544,PIC01a
pOTU032_pOTU023,26,0.473510405,PIC01a
pOTU032_pOTU028,26,0.457686392,PIC01a
pOTU032_pOTU018,26,0.334205406,PIC01a
pOTU032_pOTU016,26,0.407548613,PIC01a
pOTU032_pOTU020,28,0.117383163,PIC01a
pOTU032_pOTU017,26,0.5269059,PIC01a
pOTU032_pOTU008,26,0.566793212,PIC01a
pOTU032_pOTU011,26,0.5591804,PIC01a
pOTU032_pOTU010,26,0.557917085,PIC01a
pOTU032_pOTU051,38,4.49E-09,PIC01a
pOTU032_pOTU007,36,0.015244742,PIC01a
